3125,#titleix                      ,2016-06-23
3126,#clinton                      ,2016-06-23
3126,#trump                        ,2016-06-23
3130,#imwithyou                    ,2016-06-23
3133,#crookedhillary               ,2016-06-23
3135,#scotus                       ,2016-06-23
3136,#nobillnobreak                ,2016-06-23
3140,#nobillnobreak                ,2016-06-23
3141,#nomoresilence                ,2016-06-23
3141,#nobillnobreak                ,2016-06-23
3141,#aslongasittakes              ,2016-06-23
3141,#sitin                        ,2016-06-23
3141,#gunviolence                  ,2016-06-23
3142,#nobillnobreak                ,2016-06-23
3143,#endgunviolence               ,2016-06-23
3143,#sitin                        ,2016-06-23
3143,#disarmhate                   ,2016-06-23
3145,#notonemore                   ,2016-06-23
3146,#nobillnobreak                ,2016-06-23
3147,#nobillnobreak                ,2016-06-23
3148,#nomoresilence                ,2016-06-23
3148,#holdthefloor                 ,2016-06-23
3148,#nobillnobreak                ,2016-06-23
3149,#nobillnobreak                ,2016-06-23
3149,#goodtrouble                  ,2016-06-23
3152,#olmstead                     ,2016-06-23
3157,#veterans                     ,2016-06-22
3157,#gibill                       ,2016-06-22
3158,#moreincommon                 ,2016-06-22
3167,#imwithyou                    ,2016-06-22
3224,#disarmhate                   ,2016-06-21
3226,#disarmhate                   ,2016-06-20
3227,#worldrefugeeday              ,2016-06-20
3248,#makeamericagreatagain        ,2016-06-19
3251,#trump2016                    ,2016-06-19
